Article Number Finished Product;Description Finished Product;Batch number Finished Product;Production Day Start;Production Day End;Julian Day Start;Julian Day End;Best Before Date;Production Country;Production Location;Raw Material Number;Purchase Order Number;Purchase Order Position;
18505100;100EP PA Apfelsaft naturtrub NFC;0000878937;20.01.2020;21.01.2020;020;021;20.10.2020;Germany;Herrath;11200100520;4500885082;10;
